,Status,Gender,Education,Income,Card Type,Months_Inactive_12_mon,Total_Revolving_Bal,Avg_Utilization_Ratio,MaritalDependentRatio,CreditUsage,AvgTransValue,TenureByAge
5123,1,1,2,0,0,1,1814,0.817,0.5,0.18,74.34,0.47
5124,1,0,0,3,0,3,2371,0.799,0.2,0.2,53.2,0.86
5125,1,1,1,1,0,2,1091,0.685,0.33,0.32,61.73,0.82
5126,1,1,0,0,0,3,1490,0.608,0.17,0.39,59.03,0.76
5131,1,0,2,2,0,3,1211,0.071,0.5,0.93,45.64,0.66
5132,1,1,0,1,0,3,873,0.26,0.33,0.74,56.44,0.71
5135,-1,1,1,1,0,4,1689,0.629,0.12,0.37,69.71,0.85
5136,1,1,3,0,0,3,0,0.0,0.25,1.0,57.39,0.81
5137,-1,1,1,0,0,3,316,0.175,0.25,0.82,53.62,0.85
5138,-1,0,3,3,0,2,2076,0.454,0.25,0.55,59.13,0.87
5140,1,1,0,1,0,3,0,0.0,0.25,1.0,45.75,0.78
5141,1,1,1,0,0,3,1020,0.447,0.17,0.55,54.22,0.78
5143,1,1,1,1,0,3,1549,0.618,0.17,0.38,52.16,0.67
5144,1,1,0,0,0,2,735,0.511,0.25,0.49,48.51,0.77
5146,1,1,0,0,0,2,814,0.566,0.17,0.43,58.57,0.76
5148,-1,1,2,1,0,2,2199,0.289,0.2,0.71,48.09,0.72
5149,-1,1,2,0,0,3,2412,0.826,0.25,0.17,79.15,0.81
5150,1,1,1,1,0,2,0,0.0,0.12,1.0,56.78,0.71
5151,1,1,1,0,0,2,1094,0.5,0.25,0.5,69.21,0.69
5152,1,1,0,0,0,2,2517,0.762,0.5,0.24,54.27,0.8
5153,1,0,0,2,0,2,2330,0.075,0.12,0.92,47.17,0.72
5154,1,1,0,0,0,2,2424,0.94,0.25,0.06,52.27,0.79
5159,1,1,4,1,0,3,1398,0.629,0.33,0.37,50.13,0.8
5166,1,0,1,2,0,3,0,0.0,0.25,1.0,46.73,0.77
5168,-1,1,0,0,0,1,0,0.0,0.25,1.0,57.57,0.63
5171,1,1,0,0,0,2,1722,0.789,0.17,0.21,62.52,0.73
5173,1,0,1,2,0,3,994,0.094,0.5,0.91,55.04,0.72
5174,1,1,3,0,0,3,2446,0.823,0.17,0.18,48.32,0.5
5179,1,0,2,3,0,2,1498,0.494,0.2,0.51,63.81,0.58
5181,1,1,2,0,0,3,1517,0.33,0.25,0.67,53.33,0.82
5182,-1,1,0,0,0,3,2384,0.887,0.08,0.11,36.62,0.84
5185,-1,1,0,0,0,2,0,0.0,0.17,1.0,55.05,0.55
5187,1,0,1,2,0,2,1729,0.111,0.08,0.89,52.96,0.84
5188,1,0,3,4,0,3,1346,0.126,0.33,0.87,59.62,0.84
5190,-1,1,3,1,0,3,479,0.283,0.5,0.72,55.93,0.82
5194,1,0,1,3,0,2,1300,0.145,0.25,0.86,65.26,0.86
5196,1,1,2,0,0,2,0,0.0,0.33,1.0,59.28,0.68
5200,1,0,1,2,0,1,0,0.0,0.25,1.0,48.04,0.8
5207,1,1,0,0,0,1,1627,0.538,0.5,0.46,53.54,0.84
5215,-1,1,1,1,0,3,0,0.0,0.1,1.0,38.19,0.82
5219,1,1,0,0,0,1,633,0.211,0.17,0.79,78.44,0.8
5220,1,0,0,2,0,2,1184,0.15,0.17,0.85,55.56,0.92
5221,1,0,1,2,0,3,1885,0.315,0.5,0.68,63.71,0.76
5222,1,0,2,1,0,3,1907,0.259,0.5,0.74,62.54,0.83
5223,1,0,4,2,0,3,2415,0.793,0.17,0.21,55.32,0.65
5224,1,0,0,4,0,1,1871,0.054,0.33,0.95,54.05,0.8
5227,1,0,1,4,0,3,1505,0.497,0.17,0.5,47.88,0.89
5229,1,1,0,0,0,1,0,0.0,0.17,1.0,53.43,0.86
5232,1,1,3,1,0,1,2026,0.774,0.25,0.23,61.74,0.81
5236,-1,1,2,0,0,3,1300,0.342,0.12,0.66,60.14,0.86
5237,1,1,0,0,0,2,993,0.363,0.33,0.64,47.98,0.78
5238,1,1,1,0,0,2,1250,0.554,0.33,0.45,58.24,0.73
5242,1,1,0,0,0,3,0,0.0,0.25,1.0,47.78,0.73
5244,1,1,4,0,0,2,743,0.267,0.12,0.73,61.01,0.67
5245,1,1,1,0,0,5,1539,0.622,0.5,0.38,61.05,0.78
5250,1,1,0,0,0,6,1420,0.645,0.25,0.35,60.8,0.82
5254,1,1,3,1,0,3,1607,0.31,0.12,0.69,56.9,0.56
5255,1,0,0,3,0,3,0,0.0,0.33,1.0,53.45,0.86
5256,1,0,0,4,0,5,0,0.0,0.25,1.0,51.99,0.78
5258,1,1,1,0,0,3,2022,0.706,0.25,0.29,52.14,0.84
5261,1,0,1,2,0,1,1864,0.14,0.25,0.86,51.35,0.88
5265,-1,0,0,4,0,4,2354,0.096,0.25,0.9,41.0,0.75
5267,-1,1,0,0,0,2,0,0.0,0.25,1.0,52.36,0.74
5269,1,1,1,0,0,3,720,0.183,0.5,0.82,45.48,0.69
5270,1,1,0,0,0,1,838,0.193,0.5,0.81,76.94,0.68
5272,-1,1,1,0,0,3,544,0.378,0.25,0.62,57.35,0.9
5273,1,0,0,3,0,3,1053,0.414,0.25,0.59,55.51,0.79
5274,-1,1,0,0,0,3,1014,0.419,0.1,0.58,55.39,0.84
5275,-1,1,0,0,0,2,1211,0.841,0.17,0.16,53.52,0.77
5276,1,0,2,2,0,3,1146,0.044,0.1,0.96,52.53,0.81
5277,-1,1,0,0,0,2,2312,0.919,0.25,0.08,64.47,1.24
5278,-1,1,4,1,0,3,1047,0.287,0.1,0.71,51.82,0.73
5279,1,1,0,1,0,1,2123,0.959,0.5,0.04,58.16,0.9
5280,1,0,2,2,0,3,0,0.0,0.17,1.0,46.6,0.84
5283,-1,1,0,0,0,3,2517,0.618,0.12,0.38,47.88,0.75
5286,1,0,2,2,0,3,1151,0.178,0.33,0.82,57.56,0.95
5287,-1,1,4,0,0,3,1411,0.723,0.25,0.28,55.73,0.88
5288,1,1,0,0,0,5,647,0.45,0.33,0.55,75.05,0.97
5290,1,1,1,0,0,1,1811,0.804,0.17,0.2,61.78,0.77
5291,1,1,0,0,0,2,2031,0.857,0.17,0.14,50.63,0.92
5292,1,1,1,1,0,2,1988,0.762,0.1,0.24,59.81,0.79
5296,1,1,1,0,0,3,2049,0.702,0.25,0.3,62.59,0.88
5298,1,1,1,0,0,1,1739,0.474,0.25,0.53,56.37,0.67
5299,1,1,1,1,0,3,0,0.0,0.2,1.0,62.04,0.83
5300,-1,1,1,0,0,3,0,0.0,1.0,1.0,37.79,0.77
5305,1,1,1,1,0,3,751,0.486,0.12,0.51,72.21,0.69
5310,1,1,0,0,0,3,1680,0.718,0.2,0.28,57.24,0.85
5312,-1,0,3,1,0,2,931,0.315,0.25,0.68,83.9,0.75
5313,-1,1,1,1,0,3,0,0.0,0.33,1.0,84.09,1.0
5315,1,1,0,0,0,1,2058,0.476,0.12,0.52,56.08,0.73
5316,1,1,1,0,0,3,2131,0.724,0.25,0.28,60.72,0.63
5323,-1,0,0,0,0,3,0,0.0,0.5,1.0,88.63,0.6
5325,1,1,1,0,0,3,0,0.0,0.2,1.0,48.84,0.89
5330,1,1,2,0,0,3,1011,0.345,0.2,0.66,71.68,0.89
5333,1,1,1,1,0,3,2048,0.692,0.5,0.31,44.09,0.86
5336,1,0,2,3,0,3,997,0.082,0.33,0.92,57.12,0.82
5338,1,0,0,4,0,2,1445,0.208,0.2,0.79,46.25,0.88
5339,1,1,2,1,0,6,933,0.521,0.2,0.48,52.82,0.77
5340,1,1,4,0,0,2,901,0.326,0.1,0.67,62.38,0.77
5342,1,1,0,0,0,1,1148,0.166,0.25,0.83,41.49,0.87
5343,-1,0,1,1,0,3,0,0.0,0.33,1.0,51.98,0.77
5344,1,1,1,0,0,2,0,0.0,0.25,1.0,61.56,0.71
5348,1,1,2,1,0,3,0,0.0,0.1,1.0,53.92,0.84
5351,1,1,3,1,0,1,0,0.0,0.25,1.0,57.23,0.76
5353,1,1,0,0,0,4,1355,0.298,0.12,0.7,57.3,0.67
5354,1,1,2,0,0,2,2517,0.746,0.12,0.25,58.46,0.55
5357,1,1,0,0,0,2,578,0.109,0.33,0.89,57.08,0.92
5361,1,1,0,1,0,1,1903,0.707,0.2,0.29,56.38,0.67
5363,-1,0,0,1,0,5,2422,0.897,0.17,0.1,60.44,0.9
5364,1,0,1,2,0,2,1165,0.139,0.25,0.86,61.82,0.85
5367,1,0,4,2,0,3,2207,0.116,0.5,0.88,49.17,0.72
5369,1,1,0,0,0,3,729,0.449,0.1,0.55,68.05,0.92
5370,1,1,1,0,0,2,1959,0.76,0.25,0.24,62.32,0.75
5373,1,1,0,1,0,1,921,0.321,0.17,0.68,64.1,0.9
5375,1,0,4,3,0,1,0,0.0,0.33,1.0,58.46,0.65
5377,1,1,1,1,0,2,0,0.0,0.17,1.0,62.58,0.88
5383,1,1,1,1,0,3,2055,0.531,0.12,0.47,94.48,0.75
5386,1,1,0,0,0,3,1539,0.868,0.25,0.13,55.23,0.74
5387,1,1,0,0,0,2,1377,0.679,0.12,0.32,46.67,0.67
5388,-1,0,1,4,0,3,0,0.0,0.17,1.0,48.58,0.73
5389,1,1,0,1,0,2,1619,0.55,0.17,0.45,57.47,0.86
5391,-1,1,0,0,0,2,2517,0.598,0.1,0.4,66.46,0.6
5393,1,0,1,1,0,1,974,0.401,0.17,0.6,57.92,0.88
5396,1,1,4,1,0,3,603,0.185,0.1,0.81,65.24,0.8
5402,1,1,1,0,0,3,0,0.0,0.5,1.0,51.41,0.9
5403,1,0,0,2,0,3,787,0.301,0.12,0.7,52.77,0.68
5405,1,1,1,0,0,2,802,0.153,0.17,0.85,49.3,0.92
5406,1,0,1,3,0,2,0,0.0,0.25,1.0,47.84,0.69
5408,1,0,3,4,0,2,2517,0.337,0.25,0.66,70.13,0.9
5412,1,1,0,0,0,1,0,0.0,0.12,1.0,53.59,0.86
5416,1,1,1,0,0,2,1740,0.711,0.17,0.29,50.46,0.59
5419,1,1,0,1,0,1,1460,0.637,0.25,0.36,59.95,0.79
5420,1,0,0,3,0,1,512,0.356,0.12,0.64,58.43,0.77
5422,1,0,4,3,0,3,1018,0.598,0.1,0.4,50.01,0.84
5426,1,1,0,1,0,1,2323,0.71,0.5,0.29,55.38,0.92
5428,1,1,0,0,0,2,0,0.0,0.33,1.0,47.52,0.65
5429,1,1,4,0,0,2,0,0.0,0.12,1.0,62.06,0.76
5431,1,1,1,0,0,1,999,0.609,0.33,0.39,59.7,0.8
5438,1,0,0,4,0,2,981,0.138,0.5,0.86,55.86,0.46
5440,1,1,1,0,0,2,805,0.387,0.25,0.61,58.44,0.8
5442,1,0,1,3,0,2,778,0.138,0.17,0.86,59.01,0.92
5444,-1,0,3,2,0,4,489,0.075,1.0,0.93,51.8,0.78
5445,-1,1,1,1,0,2,792,0.442,0.25,0.56,59.35,0.73
5447,1,1,1,0,0,3,1581,0.651,0.17,0.35,55.9,0.62
5448,1,1,0,1,0,1,2138,0.71,0.33,0.29,59.19,0.87
5453,1,1,1,0,0,1,0,0.0,0.17,1.0,55.94,0.74
5459,1,0,2,3,3,3,1255,0.036,0.12,0.96,52.7,0.73
5461,1,1,2,0,0,3,1088,0.608,0.17,0.39,46.57,0.85
5463,1,0,2,1,0,3,1896,0.579,0.12,0.42,57.03,0.88
5465,1,0,3,2,0,4,1448,0.731,0.33,0.27,76.05,0.69
5466,1,0,3,4,0,2,0,0.0,0.17,1.0,48.51,0.88
5467,1,1,1,0,0,3,1555,0.604,0.2,0.4,66.68,0.88
5468,1,1,1,0,0,3,1109,0.525,0.5,0.47,60.63,0.67
5471,1,1,2,0,0,3,1865,0.613,0.08,0.39,57.11,0.67
5472,1,0,1,1,0,3,2159,0.793,0.5,0.21,56.52,0.79
5474,1,0,2,2,0,1,0,0.0,0.1,1.0,49.44,0.65
5476,1,1,1,0,0,3,1662,0.715,0.17,0.29,53.87,0.84
5477,1,1,4,0,0,3,1429,0.518,0.5,0.48,69.24,0.7
5479,1,1,1,0,0,2,1647,0.613,1.0,0.39,49.2,0.76
5480,1,1,2,0,0,3,1923,0.714,0.17,0.29,54.04,0.9
5481,-1,1,1,1,0,2,412,0.265,0.1,0.73,54.44,0.72
5484,1,0,3,3,0,3,0,0.0,0.12,1.0,52.43,0.75
5487,1,0,1,2,1,3,1396,0.04,0.12,0.96,60.45,0.76
5488,1,1,0,0,0,3,1759,0.71,0.2,0.29,53.05,0.65
5491,-1,1,2,0,0,2,0,0.0,0.33,1.0,50.05,0.84
5494,1,0,1,2,1,3,1802,0.052,0.12,0.95,56.8,0.75
5496,1,1,2,0,0,3,0,0.0,0.33,1.0,60.52,0.49
5497,1,1,1,0,0,2,1617,0.602,0.25,0.4,58.92,0.6
5499,1,1,1,1,0,3,2517,0.513,0.1,0.49,65.33,0.84
5501,1,1,4,1,0,1,1843,0.364,0.33,0.64,61.44,0.71
5503,-1,0,3,3,0,2,0,0.0,0.25,1.0,64.66,0.7
5504,1,0,2,1,0,1,1338,0.478,0.25,0.52,54.1,0.82
5506,1,0,1,3,0,3,1990,0.734,0.33,0.27,60.1,0.64
5507,-1,1,4,0,0,2,0,0.0,0.08,1.0,41.17,0.72
5508,1,1,1,1,0,1,0,0.0,0.1,1.0,60.57,0.83
5509,1,0,0,2,0,3,1901,0.649,0.12,0.35,53.88,0.84
5512,1,1,3,0,0,3,1281,0.634,0.2,0.37,47.86,0.81
5515,1,0,0,2,3,3,1642,0.048,0.33,0.95,58.61,0.8
5519,1,1,1,1,0,3,0,0.0,0.33,1.0,55.89,0.85
5521,1,1,2,1,0,3,0,0.0,0.12,1.0,66.25,0.77
5522,1,0,0,3,0,2,893,0.041,0.17,0.96,61.61,0.78
5523,-1,1,1,0,0,3,0,0.0,0.25,1.0,53.77,0.77
5528,1,0,2,3,0,2,2234,0.676,0.1,0.32,58.91,0.62
5530,-1,1,3,0,0,2,347,0.168,0.25,0.83,58.3,0.76
5534,1,1,1,1,0,1,1579,0.262,0.1,0.74,70.33,0.79
5536,1,1,1,1,0,1,1524,0.776,0.12,0.22,59.19,0.72
5538,1,1,0,0,0,1,1212,0.415,0.25,0.59,55.64,0.89
5539,1,0,2,1,0,3,600,0.086,0.1,0.91,61.82,0.9
5543,1,1,4,0,0,2,0,0.0,0.5,1.0,65.8,0.82
5544,1,1,0,0,0,1,1516,0.636,0.12,0.36,63.04,0.81
5547,-1,1,2,0,0,2,0,0.0,0.25,1.0,72.3,0.77
5552,1,1,1,0,0,3,1324,0.741,0.08,0.26,51.7,0.78
5553,-1,0,1,3,0,2,0,0.0,0.5,1.0,40.62,0.82
5554,1,1,2,0,0,3,0,0.0,0.33,1.0,44.05,0.77
5555,1,0,3,1,0,2,0,0.0,0.17,1.0,76.48,0.86
5558,1,0,2,4,0,1,1893,0.069,0.12,0.93,50.44,0.65
5559,-1,1,4,0,0,2,0,0.0,0.33,1.0,52.98,0.74
5560,1,0,2,0,0,3,1991,0.253,0.12,0.75,44.45,0.78
5561,1,0,2,3,0,1,1900,0.444,0.25,0.56,58.21,0.77
5563,1,1,0,0,0,2,680,0.473,0.17,0.53,49.17,0.89
5565,1,0,0,3,0,1,1920,0.407,0.17,0.59,64.8,0.65
5567,1,1,0,1,0,3,928,0.41,0.08,0.59,50.0,0.63
5574,1,1,1,1,0,1,1670,0.572,0.2,0.43,58.25,0.78
5579,1,0,2,2,0,3,0,0.0,0.33,1.0,47.9,0.88
5580,1,0,2,4,0,2,0,0.0,0.25,1.0,54.18,0.9
5581,1,1,1,0,0,2,2410,0.429,0.33,0.57,55.0,0.79
5583,1,0,2,3,0,1,862,0.304,0.5,0.7,49.65,0.95
5584,1,1,1,1,0,3,0,0.0,0.33,1.0,56.95,0.9
5594,1,1,4,0,0,3,1084,0.494,0.1,0.51,58.7,0.77
5596,1,1,2,0,0,3,1731,0.618,0.1,0.38,55.04,0.5
5597,1,0,3,3,0,2,2231,0.199,0.12,0.8,43.95,0.72
5600,1,1,1,0,0,3,1740,0.641,0.25,0.36,60.99,0.9
5605,-1,0,1,2,0,3,2488,0.126,0.5,0.87,49.68,0.8
5608,1,1,2,1,0,3,722,0.502,0.33,0.5,94.02,0.74
5610,1,1,0,0,0,2,1575,0.753,0.17,0.25,73.2,0.87
5611,1,1,1,1,0,2,2517,0.854,0.33,0.15,59.09,0.7
5616,-1,1,4,0,0,2,2517,0.677,0.2,0.32,60.16,0.7
5619,-1,1,4,0,0,3,621,0.306,0.25,0.69,84.92,0.73
5622,1,1,4,0,0,3,2041,0.653,0.25,0.35,64.29,0.75
5623,1,1,4,0,0,3,1153,0.802,0.17,0.2,50.75,0.78
5625,-1,1,1,0,0,4,0,0.0,0.5,1.0,63.27,0.79
5628,1,1,3,0,0,2,2002,0.628,0.2,0.37,55.49,0.86
5629,1,1,1,0,0,1,1505,0.658,0.17,0.34,64.65,0.66
5632,-1,0,0,2,0,2,0,0.0,0.2,1.0,51.28,0.9
5633,-1,0,0,4,0,3,0,0.0,0.12,1.0,61.21,0.77
5638,1,1,2,0,0,3,0,0.0,0.1,1.0,64.63,0.7
5642,1,1,1,1,0,3,2455,0.855,0.12,0.15,63.38,0.76
5643,1,0,3,2,0,1,0,0.0,1.0,1.0,67.54,0.72
5645,1,0,1,2,0,2,0,0.0,0.33,1.0,48.64,0.7
5650,-1,1,1,0,0,3,168,0.112,0.17,0.89,52.55,0.7
5652,-1,0,1,2,0,2,0,0.0,0.25,1.0,48.8,0.68
5653,1,1,1,0,0,1,0,0.0,0.5,1.0,59.9,0.65
5654,1,0,2,3,0,3,0,0.0,0.25,1.0,55.6,0.8
5656,-1,0,0,3,0,2,1544,0.931,0.12,0.07,49.23,0.77
5658,1,1,2,0,0,3,1650,0.482,0.5,0.52,64.74,0.83
5664,-1,1,2,0,0,2,1214,0.844,0.25,0.16,62.69,0.78
5665,1,1,1,0,0,1,1492,0.333,0.25,0.67,52.91,0.73
5667,1,0,1,2,0,2,2066,0.18,0.2,0.82,56.31,0.52
5668,-1,0,4,4,0,3,2517,0.318,0.2,0.68,64.68,0.89
5670,1,0,0,2,0,3,0,0.0,0.17,1.0,63.49,0.79
5672,-1,0,4,2,0,3,1528,0.112,0.25,0.89,41.1,0.86
5678,1,0,1,3,0,3,1720,0.607,0.25,0.39,65.44,0.72
5685,1,0,2,0,0,1,1318,0.15,0.25,0.85,63.26,0.75
5687,1,1,2,0,0,2,1503,0.554,0.17,0.45,61.43,0.59
5689,1,1,0,0,0,2,1224,0.584,0.17,0.42,64.04,0.82
5691,1,1,2,0,0,2,761,0.449,0.17,0.55,53.9,0.65
5697,1,1,2,0,0,2,0,0.0,0.12,1.0,70.67,1.0
5698,1,1,1,0,0,1,886,0.465,0.5,0.53,56.45,0.83
5703,1,1,4,0,0,1,1491,0.62,0.17,0.38,50.82,0.77
5704,1,1,1,1,0,1,2426,0.926,0.17,0.07,66.01,0.73
5710,1,0,0,3,0,3,0,0.0,0.12,1.0,65.25,0.77
5711,-1,1,0,0,0,0,0,0.0,0.17,1.0,59.86,0.88
5712,1,1,1,0,0,2,1711,0.434,0.1,0.57,65.1,0.72
5718,1,0,3,0,0,1,1291,0.581,0.2,0.42,46.53,0.72
5719,1,1,2,0,0,3,1778,0.57,0.33,0.43,66.16,0.82
5720,1,0,2,1,0,1,0,0.0,0.25,1.0,56.97,0.74
5724,-1,1,1,1,0,3,0,0.0,0.5,1.0,56.23,0.83
5725,1,1,1,0,0,3,0,0.0,0.12,1.0,55.54,0.68
5728,1,1,0,0,0,1,912,0.561,0.12,0.44,54.36,0.75
5729,1,1,3,0,0,3,2517,0.837,1.0,0.16,66.01,0.73
5735,1,0,1,2,0,1,0,0.0,0.1,1.0,62.83,0.78
5736,1,1,0,0,0,2,1414,0.642,0.1,0.36,58.84,0.87
5738,-1,0,2,4,0,3,0,0.0,0.25,1.0,49.02,0.88
5740,1,0,1,4,0,2,1005,0.111,0.25,0.89,50.71,0.83
5741,1,0,0,1,0,1,0,0.0,0.17,1.0,48.72,0.64
5744,1,1,1,0,0,2,0,0.0,0.1,1.0,57.32,0.97
5745,1,1,1,0,0,2,866,0.174,0.08,0.83,62.57,0.77
5747,1,0,1,3,0,3,945,0.066,0.1,0.93,57.09,0.91
5748,1,0,1,1,1,2,0,0.0,0.25,1.0,51.25,0.82
5749,1,1,3,1,0,3,1644,0.624,0.5,0.38,59.01,0.68
5750,1,1,1,1,0,1,919,0.417,0.17,0.58,55.55,0.73
5755,1,1,1,0,0,2,1103,0.352,0.25,0.65,55.9,0.92
5756,1,1,1,0,0,2,1700,0.38,0.2,0.62,51.04,0.83
5759,1,1,1,1,0,2,0,0.0,0.5,1.0,45.98,0.8
5760,1,1,0,0,0,3,1886,0.446,0.2,0.55,58.86,1.0
5762,1,1,1,0,0,5,1218,0.307,0.33,0.69,61.07,0.74
5765,-1,1,0,0,0,2,0,0.0,0.12,1.0,59.77,0.71
5769,1,1,3,1,0,3,2084,0.657,0.25,0.34,54.31,0.81
5770,1,1,0,0,0,3,0,0.0,0.12,1.0,58.14,1.06
5771,1,1,2,0,0,1,1428,0.771,0.17,0.23,73.54,0.67
5772,-1,0,0,1,0,3,457,0.253,0.12,0.75,44.27,0.83
5774,1,0,4,1,1,2,868,0.049,0.08,0.95,73.41,0.75
5775,1,0,0,4,0,2,1458,0.431,0.33,0.57,65.29,0.8
5778,1,1,1,0,0,3,1190,0.312,0.25,0.69,47.13,0.79
5780,1,1,0,0,0,2,1254,0.604,0.25,0.4,56.35,0.84
5781,-1,1,4,0,0,3,2090,0.831,0.33,0.17,49.11,0.75
5782,1,0,1,2,0,3,0,0.0,0.1,1.0,57.49,0.71
5784,1,1,1,0,0,3,2517,0.423,0.5,0.58,54.87,0.86
5790,1,1,0,0,0,2,0,0.0,0.25,1.0,65.59,0.86
5791,1,1,0,0,0,3,1279,0.622,0.08,0.38,56.86,0.84
5792,1,1,1,0,0,2,1489,0.755,0.08,0.24,71.44,0.86
5793,1,0,1,3,0,2,0,0.0,0.25,1.0,52.52,0.82
5797,1,0,1,3,1,3,2040,0.059,0.12,0.94,70.83,0.63
5798,1,1,1,1,0,3,845,0.277,0.25,0.72,50.68,0.88
5799,1,1,4,0,0,1,0,0.0,0.17,1.0,55.64,0.86
5800,-1,0,0,4,0,2,2282,0.286,0.12,0.71,45.66,0.72
5803,1,1,0,0,0,2,0,0.0,1.0,1.0,71.29,0.6
5804,1,0,1,2,0,2,1170,0.034,0.2,0.97,59.14,0.8
5805,1,1,1,0,0,1,1114,0.611,0.5,0.39,71.37,0.84
5806,1,0,1,0,0,2,700,0.434,0.2,0.57,49.34,0.73
5809,1,1,2,0,0,2,1817,0.525,0.17,0.48,71.31,0.72
5813,1,0,0,3,0,1,883,0.199,0.5,0.8,69.62,0.88
5815,1,1,1,1,0,1,2205,0.912,0.5,0.09,52.95,0.82
5820,1,1,4,0,0,1,606,0.421,0.2,0.58,63.28,1.03
5821,1,1,1,0,0,1,0,0.0,0.25,1.0,66.21,0.75
5823,-1,1,1,0,0,3,1608,0.802,0.25,0.2,72.63,0.65
5824,1,1,1,1,0,2,2232,0.757,0.2,0.24,46.01,0.8
5826,1,1,0,0,0,2,670,0.466,0.5,0.53,52.06,1.03
5830,1,1,1,0,0,2,0,0.0,0.5,1.0,63.41,0.68
5833,1,1,0,0,0,3,1446,0.408,0.1,0.59,53.49,0.89
5834,1,1,2,0,0,2,1528,0.823,0.17,0.18,65.93,0.86
5837,1,1,2,0,0,1,765,0.532,0.25,0.47,61.41,0.9
5838,-1,1,4,0,0,2,0,0.0,0.2,1.0,63.92,0.6
5845,1,1,3,0,1,3,1023,0.097,0.33,0.9,58.28,0.82
5847,1,1,1,0,0,2,929,0.561,0.2,0.44,55.8,0.9
5848,1,1,1,0,0,3,0,0.0,0.5,1.0,67.31,0.59
5849,1,1,2,1,0,2,1590,0.617,0.25,0.38,52.62,0.9
5852,-1,1,4,0,0,3,2262,0.837,0.33,0.16,60.56,0.69
5855,-1,1,0,0,0,2,0,0.0,0.5,1.0,44.98,0.62
5860,1,1,3,0,0,1,1807,0.637,0.33,0.36,51.55,0.72
5864,1,0,0,2,0,3,0,0.0,0.25,1.0,48.37,0.86
5867,1,0,0,2,0,2,2126,0.233,0.12,0.77,70.22,0.85
5870,1,0,1,2,0,2,2138,0.266,0.25,0.73,52.65,0.84
5872,1,1,1,0,0,2,1487,0.587,0.5,0.41,58.35,0.8
5874,-1,1,4,0,0,2,0,0.0,0.2,1.0,49.67,0.57
5876,1,1,0,0,0,1,650,0.355,0.17,0.64,68.14,0.73
5877,1,0,0,4,0,3,2170,0.285,0.33,0.71,58.38,0.62
5879,1,1,1,0,0,2,906,0.63,0.17,0.37,53.06,0.82
5880,1,0,1,3,0,3,1503,0.481,0.1,0.52,49.49,0.68
5881,1,1,3,1,0,6,1611,0.234,0.1,0.77,56.78,0.57
5884,1,0,3,2,0,3,1478,0.792,0.33,0.21,58.53,0.9
5887,1,0,3,1,0,3,1555,0.335,0.1,0.66,55.29,0.75
5888,1,1,1,0,0,3,2411,0.889,0.2,0.11,63.43,0.62
5891,1,1,2,0,0,2,721,0.501,0.25,0.5,53.56,0.81
5892,-1,0,3,3,0,2,511,0.035,0.12,0.96,60.28,0.72
5893,-1,1,1,1,0,3,0,0.0,0.25,1.0,68.7,0.61
5895,1,1,1,0,0,1,1566,0.67,0.33,0.33,57.45,0.81
5900,1,1,2,0,0,2,1340,0.598,0.17,0.4,62.19,0.78
5901,1,1,2,0,0,3,0,0.0,0.5,1.0,58.54,0.78
5905,1,1,1,0,0,1,1786,0.683,0.33,0.32,82.84,0.67
5907,-1,1,1,0,0,5,1735,0.866,0.25,0.13,55.79,0.77
5908,1,1,0,0,0,1,1499,0.717,0.1,0.28,51.62,0.77
5909,1,0,1,3,0,3,2517,0.381,0.5,0.62,66.07,0.82
5913,1,0,2,1,0,1,1680,0.393,0.25,0.61,80.33,0.91
5914,1,1,1,0,0,1,0,0.0,0.12,1.0,54.99,0.66
5915,-1,1,0,0,0,3,642,0.446,0.17,0.55,39.57,0.71
5916,1,0,1,2,0,3,0,0.0,0.2,1.0,57.93,0.79
5927,1,1,1,1,0,1,0,0.0,0.25,1.0,63.29,0.9
5931,-1,1,1,0,0,3,0,0.0,0.33,1.0,54.55,0.83
5936,1,0,2,2,0,4,0,0.0,0.33,1.0,69.0,0.78
5937,1,0,1,4,1,4,1436,0.042,0.17,0.96,48.82,0.9
5938,-1,1,1,0,0,3,0,0.0,0.2,1.0,72.46,0.76
5940,1,0,1,2,0,2,992,0.588,0.1,0.41,52.95,0.9
5942,1,0,0,4,0,3,2024,0.351,0.1,0.65,52.56,0.9
5944,1,1,4,0,0,2,1789,0.45,0.25,0.55,58.92,0.86
5945,1,1,2,0,0,3,2277,0.85,0.12,0.15,58.15,0.65
5947,1,1,1,1,0,2,728,0.474,0.17,0.53,52.99,0.89
5948,1,0,1,1,0,2,1196,0.504,0.17,0.5,61.92,0.8
5949,1,1,1,0,0,3,0,0.0,0.25,1.0,64.18,0.84
5953,-1,1,1,0,0,3,0,0.0,0.25,1.0,58.3,0.66
5954,1,1,0,0,0,3,0,0.0,0.12,1.0,66.71,0.82
5956,1,1,1,0,0,3,1969,0.829,0.25,0.17,54.44,0.67
5958,-1,1,1,1,0,3,0,0.0,0.25,1.0,57.87,0.74
5961,1,0,0,2,3,3,1426,0.041,0.1,0.96,67.8,0.79
5963,-1,0,2,4,0,2,1599,0.141,0.25,0.86,52.96,0.67
5964,1,1,1,0,0,2,1003,0.697,0.5,0.3,50.56,0.79
5965,1,0,0,4,0,2,0,0.0,0.25,1.0,52.41,0.89
5971,1,0,1,3,0,6,1087,0.124,0.33,0.88,60.49,0.73
